pc_id,Constituency,State,Name,Party,QueerStatement,queer_text,Quote,Link 1,Link 2,Link 3,Link 4,Link 5,Link 6,Link 7,Link 8,Link 9,Link 10,Link 11,Link 12,Trans Rights,LGBTQIA+ Rights,377 Against,377 For,TA FOR,TA AMEND,Homophobe,pc_category,Link
2424,Surat,Gujarat,Darshana Jardosh,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/surat
3304,Chennai Central,Tamil Nadu,Dayanidhi Maran,Dravida Munnetra Kazhagam,1,Vocal on LGBTQIA+ Issues,"Attended an Independence Day event in 2019, where 100 transgender persons together created a 7000 square foot tribute to Dr. B.R. Ambedkar, and raised awareness about gender issues and rights.",https://twitter.com/TamilNaduPMC/status/1085461999046160384?s=20,https://twitter.com/Dayanidhi_Maran/status/1161914620019273729?s=20,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/chennai-central
3213,Idukki,Kerala,Dean Kuriakose,Indian National Congress,1,Vocal on LGBTQIA+ Issues,,https://indianexpress.com/article/india/kerala-mp-seeks-cells-in-medical-colleges-for-sex-reassignment-surgery-7446369/,,,,,,,,,,,,1,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1905,Raiganj,West Bengal,Debasree Chaudhuri,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1932,Ghatal,West Bengal,Deepak Adhikari,All India Trinamool Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2210,Bastar,Chhattisgarh,Deepak Baij,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
818,Jalore,Rajasthan,Devaji Patel,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/jalore
944,Akbarpur,Uttar Pradesh,Devendra Singh Bhole,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2417,Kheda,Gujarat,Devusinh Chauhan,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2748,Hatkanangle,Maharashtra,Dhairyashil Mane,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2315,Balaghat,Madhya Pradesh,Dhal Singh Bisen,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3337,Tenkasi,Tamil Nadu,Dhanush M Kumar,Dravida Munnetra Kazhagam,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
608,Bhiwani-Mahendragarh,Haryana,Dharambir Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
924,Aonla,Uttar Pradesh,Dharmendra Kashyap,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1930,Tamluk,West Bengal,Dibyendu Adhikari,All India Trinamool Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1008,Supaul,Bihar,Dileshwar Kamait,Janata Dal (United),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1934,Medinipur,West Bengal,Dilip Ghosh,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Unfortunately, these 'shikhandis' are in power there. The police did nothing. It did not use its baton nor did it file an FIR, let alone firing bullets. I opposed it. Now I am being defamed. I am a patriot.",https://www.timesnownews.com/india/article/dilip-ghosh-uses-shikhandi-barb-against-mamata-banerjee-govt-hits-out-at-shaheen-bagh-protesters/549428,,,,,,,,,,,,,,,,,,✓,GEN,https://pinklistindia.com/map/medinipur
1808,Mangaldoi,Assam,Dilip Saikia,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
921,Mainpuri,Uttar Pradesh,Dimple Yadav,Samajwadi Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1013,Madhepura,Bihar,Dinesh Chandra Yadav,Janata Dal (United),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
969,Azamgarh,Uttar Pradesh,Dinesh Lal Yadav Nirahua,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2405,Sabarkantha,Gujarat,Dipsinh Rathod,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/sabarkantha
822,Rajsamand,Rajasthan,Diya Kumari,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"A remarkable step for social, economic and educational empowerment of Transgender persons, Cabinet approves The Transgender Persons (Protection of Rights) Bill 2019.",https://twitter.com/KumariDiya/status/930343112446058496,https://twitter.com/KumariDiya/status/1149340240626294785,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/rajsamand
2923,Bangalore Rural,Karnataka,DK Suresh,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3308,Vellore,Tamil Nadu,DM Kathir Anand,Dravida Munnetra Kazhagam,1,Vocal on LGBTQIA+ Issues,Asked a question in Parliament on the number of transgender persons having received a vaccine under the COVID-19 vaccination drive.,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=26797&lsno=17,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/vellore
1011,Katihar,Bihar,Dulal Chandra Goswami,Janata Dal (United),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2329,Betul,Madhya Pradesh,Durga Das Uikey,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
825,Jhalawar-Baran,Rajasthan,Dushyant Singh,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"I am very thankful to the Prime Minister Shri Narendra Modi ji for his vision towards rehabilitation of beggars and empowerment of the transgender community and their rights, a category of people who were never attended in past. ",http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=3907 ,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,✓,,,✓,,,,GEN,https://pinklistindia.com/map/jhalawar-baran
2924,Bangalore North,Karnataka,DV Sadananda Gowda,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,I want to address you (transgender community) as beloved brothers and sisters but many might question me saying that we are not being treated as brothers and sisters. You should succeed in joining the mainstream and I pray to God that soon people should address you as brothers and sisters.,https://www.ndtv.com/south/chief-minister-assures-separate-welfare-board-for-transgender-community-489834,https://m.hindustantimes.com/india/sec-377-of-ipc-that-criminalises-gay-sex-may-be-scrapped-gowda/story-GomLtysfkwxswatMi3lcYK.html,https://www.business-standard.com/article/news-ani/sc-to-decide-centre-s-stand-on-section-377-sadananda-gowda-116062800466_1.html,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,✓,,,✓,,,,GEN,https://pinklistindia.com/map/bangalore-north
3207,Ponnani,Kerala,ET Muhammed Basheer,Indian Union Muslim League,1,Vocal on LGBTQIA+ Issues,"Asked a question in the Parliament regarding various deprivations faced by the transgenders, and whether the government has any plans to ensure social justice for them.",http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=61961&lsno=16,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/ponnani
2314,Mandla,Madhya Pradesh,Faggan Singh Kulaste,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
102,Srinagar,Jammu & Kashmir,Farooq Abdullah,JKNC,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3002,South Goa,Goa,Francisco Sardinha,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2808,Secunderabad,Telangana,G Kishan Reddy,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2810,Chevella,Telangana,G Ranjith Reddy,Telangana Rashtra Samithi,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3306,Kancheepuram,Tamil Nadu,G Selvam,Dravida Munnetra Kazhagam,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2727,Mumbai North West,Maharashtra,Gajanan Kirtikar,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2327,Khargone,Madhya Pradesh,Gajendra Patel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
816,Jodhpur,Rajasthan,Gajendra Singh Shekhawat,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2309,Satna,Madhya Pradesh,Ganesh Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1811,Kaliabor,Assam,Gaurav Gogoi,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"As Supreme Court abolishes Section 377, one pauses to reflect on the hundreds of activists, individuals, artists, lawyers who have sacrificed so much to achieve this victory. Thank you to the Hon'ble Supreme Court for this moment. But the fight is not over.",https://www.news18.com/videos/india/lgbt-groups-keep-vigil-as-sc-gets-ready-to-hear-petition-on-section-377-1197585.html,https://www.ibtimes.co.in/sc-scraps-section-377-heres-how-twitter-reacted-historic-verdict-779778,https://twitter.com/GauravGogoiAsm/status/1037589748012011522,https://twitter.com/GauravGogoiAsm/status/710023553245061120,,,,,,,,,,✓,✓,,,,,GEN,https://pinklistindia.com/map/kaliabor
703,East Delhi,Delhi,Gautam Gambhir,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,It’s not about being a man or a woman. It’s about being a HUMAN. With proud transgenders Abhina Aher and Simran Shaikh and their Rakhi love on my hand. I’ve accepted them as they are. Will you? ,https://twitter.com/GautamGambhir/status/1111528006852530176,https://twitter.com/GautamGambhir/status/1033376984099966976,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/east-delhi
3314,Kallakurichi,Tamil Nadu,Gautham Sigamani,Dravida Munnetra Kazhagam,1,Vocal on LGBTQIA+ Issues,"The hon. Supreme Court has scrapped Section 377 of the IPC, but there is no provision for LGBT community, for the single women, and for those who are divorced and widows. The law should provide for surrogacy in these legalised relationships as well.",http://164.100.47.194/Loksabha/Debates/Result17.aspx?dbsl=822,,,,,,,,,,,,,✓,✓,,,,,GEN,https://pinklistindia.com/map/kallakurichi
2010,Singhbhum,Jharkhand,Geeta Koda,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
907,Rampur,Uttar Pradesh,Ghanshyam Singh Lodhi,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1027,Banka,Bihar,Giridhari Yadav,Janata Dal (United),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1024,Begusarai,Bihar,Giriraj Singh,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Hinduon jaisa hijra qaum koi doosra nahi hai.

Roughly translated to: There is no nation as transgender as that of the Hindus.",https://www.jagran.com/bihar/patna-city-giriraj-singh-said-hindus-like-transgender-video-viral-14437802.html,,,,,,,,,,,,,,,,,,✓,GEN,https://pinklistindia.com/map/begusarai
2734,Pune,Maharashtra,Girish Bapat,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
905,Nagina,Uttar Pradesh,Girish Chandra,Bahujan Samaj Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2421,Chhota Udaipur,Gujarat,Gitaben Rathva,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
2913,Davangere,Karnataka,GM Siddeshwara,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2818,Araku,Andhra Pradesh,Goddeti Madhavi,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
2202,Raigarh,Chhattisgarh,Gomati Sai,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
1014,Darbhanga,Bihar,Gopal Jee Thakur,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2726,Mumbai North,Maharashtra,Gopal Shetty,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"See, India is a huge country. They (homosexuals) have their own problems, which can't be ignored. But you have to take everyone along with you. Sometimes, people of a particular way of thinking dominate popular discourse, and the government has no option then but to take some steps. What I believe is- they have been born, they are also human, but there are some defects in them. The status quo has existed for a very long time. This didn't happen in the Congress regime, nor in the BJP regime. This system has been prevalent in India for ages, so it should be allowed to function as it has been doing since those days.",https://www.youtube.com/watch?v=UTPOy1c3FgQ&app=desktop,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,✓,,,✓,GEN,https://pinklistindia.com/map/mumbai-north
2919,Tumkur,Karnataka,GS Basavaraj,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2203,Janjgir,Chhattisgarh,Guharam Ajgalle,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2324,Ratlam,Madhya Pradesh,Guman Singh Damor,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
302,Amritsar,Punjab,Gurjeet Singh Aujla,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2328,Khandwa,Madhya Pradesh,Gyaneswar Patil,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
901,Saharanpur,Uttar Pradesh,Haji Fazlur Rehman,Bahujan Samaj Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
705,North West Delhi,Delhi,Hans Raj Hans,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
814,Nagaur,Rajasthan,Hanuman Beniwal,Rashtriya Loktantrik Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
961,Basti,Uttar Pradesh,Harish Dwivedi,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Asked a question in the Parliament regarding data on the number of transgenders in the country, and action plan of Central Government for their rehabilitation.",http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=52519&lsno=16,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,✓,,,✓,,,,GEN,https://pinklistindia.com/map/basti
701,Chandni Chowk,Delhi,Harsh Vardhan,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Everybody, including gays, has human rights. It is the job of the government to protect their rights.",https://www.hindustantimes.com/india/it-is-govt-s-job-to-protect-lgbt-rights-harsh-vardhan/story-eEo4t0RPW1GktwqgVXDzKP.html,https://timesofindia.indiatimes.com/india/Human-rights-of-gays-should-be-protected-health-minister-Harsh-Vardhan-says/articleshow/38567421.cms,,,,,,,,,,,,✓,,,,,,GEN,https://pinklistindia.com/map/chandni-chowk
311,Bathinda,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2407,Ahmedabad East,Gujarat,Hasmukh Patel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
103,Anantnag,Jammu & Kashmir,Hasnain Masoodi,JKNC,1,Vocal on LGBTQIA+ Issues,"""Once we say it demolishes everywhere, we cannot have island of legitimacy here (in reference to Supreme Court striking down Section 377 of IPC and its relevance in J&K).""",https://thewire.in/world/soas-london-kashmir-event-gay-rights-disrupted,https://www.dnaindia.com/india/report-top-court-order-on-section-377-applicable-in-jk-too-state-2660965,http://loksabhadocs.nic.in/debatestextmk/17/VII/01.12.2021.pdf,,,,,,,,,,,,✓,,,,,GEN,https://pinklistindia.com/map/anantnag
2701,Nandurbar,Maharashtra,Heena Gavit,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
917,Mathura,Uttar Pradesh,Hema Malini,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Surrogacy has also come to the aid of people who might not be able to adopt a child perhaps because of their age or marital status. This includes the gays as well.,http://164.100.47.194/Loksabha/Debates/Result17.aspx?dbsl=822,,,,,,,,,,,,,✓,,,,,,GEN,https://pinklistindia.com/map/mathura
2721,Nashik,Maharashtra,Hemant Godse,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2715,Hingoli,Maharashtra,Hemant Sriram Patil,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3212,Ernakulam,Kerala,Hibi Eden,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"Asked a question in Parliament on the details and number of transgender welfare boards formed under the NALSA Judgement, the number of parents of transgender children benefited from schemes for financial support, the number of transgender students who benefited from the scheme for pre-matric scholarship, and the number of transgender persons benefited from scheme for assistance for skill development and training.",https://twitter.com/HibiEden/status/994586666948947969,https://www.facebook.com/HibiEden/photos/a.10150113464742260/10155732844837260/?type=3&theater,https://www.thehindu.com/news/cities/Kochi/govt-clinics-not-transgender-friendly/article19878286.ece,https://twitter.com/HibiEden/status/865970413993693184,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=11372&lsno=17,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=495&lsno=17,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=25551&lsno=17,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/ernakulam
2312,Shahdol,Madhya Pradesh,Himadri Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
1803,Autonomous District,Assam,Horen Sing Bey,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
2719,Aurangabad – Maharashtra,Maharashtra,Imtiyaz Jaleel,AIMIM,1,Vocal on LGBTQIA+ Issues,Thanks a lot to the members of the trangender community who not only supported but also felicitated me after my win.,https://twitter.com/imtiaz_jaleel/status/1135683137508274177,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/aurangabad-maharashtra
1101,Sikkim,Sikkim,Indra Hang Subba,Sikkim Krantikari Morcha,1,Vocal on LGBTQIA+ Issues,There is nothing unnatural about them (the members of the LGBTQA+ community).,https://www.thesikkimchronicle.com/forward-and-onwards-to-an-inclusive-society-taking-along-the-lgbtqia-community/,,,,,,,,,,,,,✓,,,,,,GEN,https://pinklistindia.com/map/sikkim
1913,Ranaghat,West Bengal,Jagannath Sarkar,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
960,Domariyaganj,Uttar Pradesh,Jagdambika Pal,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Asked a question in Parliament on whether the Government is planning to implement a policy or scheme to accord benefits of reservation in education to transgenders in the country, whether the University Grants Commission (UGC) has issued directions to all the Universities requesting them to include a column for transgender category in all application forms/academic testimonials.",http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=31563&lsno=16,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=13580&lsno=16,https://www.ndtv.com/india-news/bills-on-right-to-refuse-non-vegetarian-food-cow-population-in-lok-sabha-1969529,https://twitter.com/theleaflet_in/status/1078603366685597696?lang=en,http://loksabhaph.nic.in/Debates/Result16.aspx?dbsl=7156,https://www.youtube.com/watch?v=iJLylUSNMQk,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,✓,✓,,✓,,,,GEN,https://pinklistindia.com/map/domariyaganj
931,Hardoi,Uttar Pradesh,Jai Prakash Rawat,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2742,Solapur,Maharashtra,Jaisidhesvar Swami,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
104,Ladakh,Jammu & Kashmir,Jamyang Tsering Namgyal,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2310,Rewa,Madhya Pradesh,Janardan Mishra,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
963,Maharajganj – Uttar Pradesh,Uttar Pradesh,Janardan Singh Sigriwal,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Asked a question in Parliament on the details of States that have implemented protection for transgenders according to the guidelines set by the Government, whether the Government has given any incentive to the States complying with the guidelines and if so, the details thereof and whether the Government has fixed any deadline for compliance of the guidelines and if so, the details thereof?",http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=31848&lsno=16,https://www.youtube.com/watch?v=aosAmhCmeIY,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,,,,,,,,,✓,,,✓,✓,,,GEN,https://pinklistindia.com/map/maharajganj-uttar-pradesh
303,Khadoor Sahib,Punjab,Jasbir Singh Gill,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
811,Dausa,Rajasthan,Jaskaur Meena,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
2419,Dahod,Gujarat,Jasvantsinh Bhabhor,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,ST,https://pinklistindia.com/map/dahod
2830,Guntur,Andhra Pradesh,Jayadev Galla,Telugu Desam Party,1,Vocal on LGBTQIA+ Issues,"I had gone through the Bill and did not find a provision treating transgender as OBCs as per an earlier judgement of the Supreme Court. So, I request the hon. Minister to please consider this. ",https://www.facebook.com/jayadev.galla/photos/spoke-in-support-of-the-transgender-persons-protection-of-rights-bill-2019-which/2509385925791118/,http://cms.neva.gov.in/FileStructure_LS/Notices/ceed708a-fb9c-4e01-b3df-4dcb739963b2.pdf,https://www.youtube.com/watch?v=E0zZvKNJ5x0,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816, ,,,,,,,,✓,,,,✓,,,GEN,https://pinklistindia.com/map/guntur
2014,Hazaribagh,Jharkhand,Jayant Sinha,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"No, I would say very much that we are a government that's been in power for 60 days. These (Section 377 and sexuality) are very complicated, difficult issues.",https://www.ndtv.com/india-news/the-ndtv-dialogues-new-mps-new-agenda-617252,,,,,,,,,,,,,,,,,,,GEN,https://pinklistindia.com/map/hazaribagh
1903,Jalpaiguri,West Bengal,Jayanta Kumar Roy,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
105,Udhampur,Jammu & Kashmir,Jitendra Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
